Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"CHK","CHESAPEAKE ENERGY CORP","Equity","0.01","3.54","590,397.00","2,090,005.38","2,090,005.38","Energy","2182779","US1651671075","New York Stock Exchange Inc."
"WLL","WHITING PETROLEUM CORP","Equity","0.01","35.38","58,979.00","2,086,677.02","2,086,677.02","Energy","BYWSWR0","US9663874090","New York Stock Exchange Inc."
"UFS","DOMTAR CORP","Equity","0.01","49.27","42,293.00","2,083,776.11","2,083,776.11","Materials","B1T84Z4","US2575592033","New York Stock Exchange Inc."
"MFA","MFA FINANCIAL REIT INC","Equity","0.01","7.08","293,666.00","2,079,155.28","2,079,155.28","Financials","2418162","US55272X1028","New York Stock Exchange Inc."
"TCBI","TEXAS CAPITAL BANCSHARES INC","Equity","0.01","63.43","32,568.00","2,065,788.24","2,065,788.24","Financials","2977209","US88224Q1076","NASDAQ"
"MIC","MACQUARIE INFRASTRUCTURE CORP","Equity","0.01","38.86","52,963.00","2,058,142.18","2,058,142.18","Industrials","B1Z4VB1","US55608B1052","New York Stock Exchange Inc."
"PGRE","PARAMOUNT GROUP REIT INC","Equity","0.01","14.54","141,459.00","2,056,813.86","2,056,813.86","Real Estate","BSL7HC6","US69924R1086","New York Stock Exchange Inc."
"NEU","NEWMARKET CORP","Equity","0.01","415.13","4,931.00","2,047,006.03","2,047,006.03","Materials","B01CGF1","US6515871076","New York Stock Exchange Inc."
"WEN","WENDYS","Equity","0.01","16.84","119,659.00","2,015,057.56","2,015,057.56","Consumer Discretionary","B3NXMJ9","US95058W1009","NASDAQ"
"CBT","CABOT CORP","Equity","0.01","51.20","39,366.00","2,015,539.20","2,015,539.20","Materials","2162500","US1270551013","New York Stock Exchange Inc."
"CMD","CANTEL MEDICAL CORP","Equity","0.01","83.29","24,193.00","2,015,034.97","2,015,034.97","Health Care","2188153","US1380981084","New York Stock Exchange Inc."
"URBN","URBAN OUTFITTERS INC","Equity","0.01","41.36","48,559.00","2,008,400.24","2,008,400.24","Consumer Discretionary","2933438","US9170471026","NASDAQ"
"H","HYATT HOTELS CORP CLASS A","Equity","0.01","70.61","28,145.00","1,987,318.45","1,987,318.45","Consumer Discretionary","B5B82X4","US4485791028","New York Stock Exchange Inc."
"APY","APERGY CORP","Equity","0.01","38.92","50,772.00","1,976,046.24","1,976,046.24","Energy","BFXZQZ3","US03755L1044","New York Stock Exchange Inc."
"EQH","AXA EQUITABLE HOLDINGS INC","Equity","0.01","21.70","90,992.00","1,974,526.40","1,974,526.40","Financials","BYWV2Y6","US0545611057","New York Stock Exchange Inc."
"R","RYDER SYSTEM INC","Equity","0.01","56.91","34,663.00","1,972,671.33","1,972,671.33","Industrials","2760669","US7835491082","New York Stock Exchange Inc."
"BGCP","BGC PARTNERS INC CLASS A","Equity","0.01","11.40","172,678.00","1,968,529.20","1,968,529.20","Financials","2528168","US05541T1016","NASDAQ"
"BPR","BROOKFIELD PROPERTY REIT INC CLASS","Equity","0.01","19.11","102,675.00","1,962,119.25","1,962,119.25","Real Estate","BGHFKV0","US11282X1037","NASDAQ"
"CLNY","COLONY CAPITAL INC CLASS A","Equity","0.01","6.11","320,760.00","1,959,843.60","1,959,843.60","Real Estate","BG5QFV0","US19626G1085","New York Stock Exchange Inc."
"TWOU","2U INC","Equity","0.01","55.03","35,520.00","1,954,665.60","1,954,665.60","Information Technology","BKWBZZ0","US90214J1016","NASDAQ"
"ZNGA","ZYNGA INC CLASS A","Equity","0.01","3.79","515,564.00","1,953,987.56","1,953,987.56","Communication","B79PX49","US98986T1088","NASDAQ"
"VMI","VALMONT INDS INC","Equity","0.01","135.40","14,417.00","1,952,061.80","1,952,061.80","Industrials","2926825","US9202531011","New York Stock Exchange Inc."
"HGV","HILTON GRAND VACATIONS INC","Equity","0.01","30.11","64,792.00","1,950,887.12","1,950,887.12","Consumer Discretionary","BYSLHX4","US43283X1054","New York Stock Exchange Inc."
"DKS","DICKS SPORTING INC","Equity","0.01","38.10","51,038.00","1,944,547.80","1,944,547.80","Consumer Discretionary","2969637","US2533931026","New York Stock Exchange Inc."
"WLK","WESTLAKE CHEMICAL CORP","Equity","0.01","77.46","24,711.00","1,914,114.06","1,914,114.06","Materials","B01ZP20","US9604131022","New York Stock Exchange Inc."
"BOKF","BOK FINANCIAL CORP","Equity","0.01","89.70","21,265.00","1,907,470.50","1,907,470.50","Financials","2109091","US05561Q2012","NASDAQ"
"TKR","TIMKEN","Equity","0.01","42.12","44,912.00","1,891,693.44","1,891,693.44","Industrials","2892807","US8873891043","New York Stock Exchange Inc."
"COLM","COLUMBIA SPORTSWEAR","Equity","0.01","93.69","20,176.00","1,890,289.44","1,890,289.44","Consumer Discretionary","2229126","US1985161066","NASDAQ"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Equity","0.01","648.23","2,880.00","1,866,902.40","1,866,902.40","Consumer Discretionary","BGM1B98","US3846371041","New York Stock Exchange Inc."
"OUT","OUTFRONT MEDIA INC","Equity","0.01","20.86","89,012.00","1,856,790.32","1,856,790.32","Real Estate","BSP6611","US69007J1060","New York Stock Exchange Inc."
"REZI","RESIDEO TECHNOLOGIES INC","Equity","0.01","22.21","83,132.00","1,846,361.72","1,846,361.72","Industrials","BFD1TJ6","US76118Y1047","New York Stock Exchange Inc."
"SPB","SPECTRUM BRANDS HOLDINGS INC","Equity","0.01","66.20","27,652.00","1,830,562.40","1,830,562.40","Consumer Staples","BDRYFB1","US84790A1051","New York Stock Exchange Inc."
"CHH","CHOICE HOTELS INTERNATIONAL INC","Equity","0.01","77.64","23,560.00","1,829,198.40","1,829,198.40","Consumer Discretionary","2106780","US1699051066","New York Stock Exchange Inc."
"OFC","CORPORATE OFFICE PROPERTIES TRUST","Equity","0.01","26.27","69,333.00","1,821,377.91","1,821,377.91","Real Estate","2756152","US22002T1088","New York Stock Exchange Inc."
"CXP","COLUMBIA PROPERTY REIT INC TRUST","Equity","0.01","22.55","80,561.00","1,816,650.55","1,816,650.55","Real Estate","BFLY9C0","US1982872038","New York Stock Exchange Inc."
"FHB","FIRST HAWAIIAN INC","Equity","0.01","25.62","70,346.00","1,802,264.52","1,802,264.52","Financials","BDC6HG1","US32051X1081","NASDAQ"
"ADNT","ADIENT PLC","Equity","0.01","28.83","61,913.00","1,784,951.79","1,784,951.79","Consumer Discretionary","BD845X2","IE00BD845X29","New York Stock Exchange Inc."
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Equity","0.01","897.26","1,981.00","1,777,472.06","1,777,472.06","Financials","2339252","BMG9618E1075","New York Stock Exchange Inc."
"OI","OWENS ILLINOIS INC","Equity","0.01","16.97","104,622.00","1,775,435.34","1,775,435.34","Materials","2662862","US6907684038","New York Stock Exchange Inc."
"BDN","BRANDYWINE REALTY TRUST REIT TRUST","Equity","0.01","14.51","120,897.00","1,754,215.47","1,754,215.47","Real Estate","2518954","US1053682035","New York Stock Exchange Inc."
"AMCX","AMC NETWORKS CLASS A INC","Equity","0.01","60.00","29,218.00","1,753,080.00","1,753,080.00","Communication","B4MG4Z6","US00164V1035","NASDAQ"
"UBFUT","CASH COLLATERAL USD UBFUT","Cash Collateral and Margins","0.01","100.00","1,735,000.00","1,735,000.00","1,735,000.00","Cash and/or Derivatives","-","-","-"
"BFA","BROWN FORMAN CORP CLASS A","Equity","0.01","48.86","35,477.00","1,733,406.22","1,733,406.22","Consumer Staples","2146816","US1156371007","New York Stock Exchange Inc."
"CPA","COPA HOLDINGS A SA","Equity","0.01","79.90","21,603.00","1,726,079.70","1,726,079.70","Industrials","B0TNJH9","PAP310761054","New York Stock Exchange Inc."
"AGR","AVANGRID INC","Equity","0.01","48.24","35,545.00","1,714,690.80","1,714,690.80","Utilities","BYP0CD9","US05351W1036","New York Stock Exchange Inc."
"CNDT","CONDUENT INC","Equity","0.01","13.22","129,484.00","1,711,778.48","1,711,778.48","Information Technology","BYWLRV8","US2067871036","New York Stock Exchange Inc."
"UNVR","UNIVAR INC","Equity","0.01","22.87","74,591.00","1,705,896.17","1,705,896.17","Industrials","BZ07PN3","US91336L1070","New York Stock Exchange Inc."
"RPAI","RETAIL PROPERTIES OF AMERICA REIT","Equity","0.01","12.33","138,317.00","1,705,448.61","1,705,448.61","Real Estate","B7QR337","US76131V2025","New York Stock Exchange Inc."
"THS","TREEHOUSE FOODS INC","Equity","0.01","48.32","35,068.00","1,694,485.76","1,694,485.76","Consumer Staples","B095X84","US89469A1043","New York Stock Exchange Inc."
"WCC","WESCO INTERNATIONAL INC","Equity","0.01","54.34","31,135.00","1,691,875.90","1,691,875.90","Industrials","2416973","US95082P1057","New York Stock Exchange Inc."
"LM","LEGG MASON INC","Equity","0.01","29.29","57,521.00","1,684,790.09","1,684,790.09","Financials","2510615","US5249011058","New York Stock Exchange Inc."
"SM","SM ENERGY","Equity","0.01","23.15","72,629.00","1,681,361.35","1,681,361.35","Energy","2764188","US78454L1008","New York Stock Exchange Inc."
"CFX","COLFAX CORP","Equity","0.01","28.73","57,503.00","1,652,061.19","1,652,061.19","Industrials","B2RB4W9","US1940141062","New York Stock Exchange Inc."
"PAH","PLATFORM SPECIALTY PRODUCTS CORP","Equity","0.01","11.26","144,352.00","1,625,403.52","1,625,403.52","Materials","BJ62YZ5","US72766Q1058","New York Stock Exchange Inc."
"OMF","ONEMAIN HOLDINGS INC","Equity","0.01","30.45","52,138.00","1,587,602.10","1,587,602.10","Financials","BYSZB89","US68268W1036","New York Stock Exchange Inc."
"JWA","JOHN WILEY AND SONS INC CLASS A","Equity","0.01","56.15","28,235.00","1,585,395.25","1,585,395.25","Communication","2965668","US9682232064","New York Stock Exchange Inc."
"UHAL","AMERCO","Equity","0.01","340.96","4,634.00","1,580,008.64","1,580,008.64","Industrials","2028174","US0235861004","NASDAQ"
"VC","VISTEON CORP","Equity","0.01","82.58","19,006.00","1,569,515.48","1,569,515.48","Consumer Discretionary","B4N0JJ6","US92839U2069","NASDAQ"
"AHL","ASPEN INSURANCE HOLDINGS LTD","Equity","0.01","42.06","37,067.00","1,559,038.02","1,559,038.02","Financials","2172372","BMG053841059","New York Stock Exchange Inc."
"RLGY","REALOGY HOLDINGS CORP","Equity","0.01","19.11","80,058.00","1,529,908.38","1,529,908.38","Real Estate","B5T0CW1","US75605Y1064","New York Stock Exchange Inc."
"MORN","MORNINGSTAR INC","Equity","0.01","124.87","12,119.00","1,513,299.53","1,513,299.53","Financials","B081VR8","US6177001095","NASDAQ"
"MTCH","MATCH GROUP INC","Equity","0.01","43.67","34,135.00","1,490,675.45","1,490,675.45","Communication","BYT5JW8","US57665R1068","NASDAQ"
"SC","SANTANDER CONSUMER USA HOLDINGS IN","Equity","0.01","19.49","76,185.00","1,484,845.65","1,484,845.65","Financials","BJ0KZ85","US80283M1018","New York Stock Exchange Inc."
"TPX","TEMPUR SEALY INTERNATIONAL INC","Equity","0.01","49.00","30,073.00","1,473,577.00","1,473,577.00","Consumer Discretionary","2216991","US88023U1016","New York Stock Exchange Inc."
"TEX","TEREX CORP","Equity","0.01","31.78","44,830.00","1,424,697.40","1,424,697.40","Industrials","2884224","US8807791038","New York Stock Exchange Inc."
"QEP","QEP RESOURCES INC","Equity","0.01","9.17","154,074.00","1,412,858.58","1,412,858.58","Energy","B60X657","US74733V1008","New York Stock Exchange Inc."
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Equity","0.01","83.21","16,892.00","1,405,583.32","1,405,583.32","Communication","BRTLBY3","US5303071071","NASDAQ"
"PINC","PREMIER INC CLASS A","Equity","0.01","41.50","33,819.00","1,403,488.50","1,403,488.50","Health Care","BDZDRC5","US74051N1028","NASDAQ"
"PEGA","PEGASYSTEMS INC","Equity","0.01","55.45","24,833.00","1,376,989.85","1,376,989.85","Information Technology","2675860","US7055731035","NASDAQ"
"ESRT","EMPIRE STATE REALTY REIT INC TRUST","Equity","0.01","16.12","84,992.00","1,370,071.04","1,370,071.04","Real Estate","BF321D7","US2921041065","New York Stock Exchange Inc."
"AN","AUTONATION INC","Equity","0.01","39.37","34,644.00","1,363,934.28","1,363,934.28","Consumer Discretionary","2732635","US05329W1027","New York Stock Exchange Inc."
"HAIN","HAIN CELESTIAL GROUP INC","Equity","0.01","22.51","59,495.00","1,339,232.45","1,339,232.45","Consumer Staples","2492337","US4052171000","NASDAQ"
"SLGN","SILGAN HOLDINGS INC","Equity","0.01","25.01","52,955.00","1,324,404.55","1,324,404.55","Materials","2809324","US8270481091","NASDAQ"
"WBT","WELBILT INC","Equity","0.01","14.28","89,173.00","1,273,390.44","1,273,390.44","Industrials","BYP5773","US9490901041","New York Stock Exchange Inc."
"SATS","ECHOSTAR CORP CLASS A","Equity","0.01","38.21","31,916.00","1,219,510.36","1,219,510.36","Information Technology","B2NC471","US2787681061","NASDAQ"
"LGFB","LIONS GATE ENTERTAINMENT NON VOTIN","Equity","0.01","17.57","68,688.00","1,206,848.16","1,206,848.16","Communication","BD8NB53","CA5359195008","New York Stock Exchange Inc."
"NBR","NABORS INDUSTRIES LTD","Equity","0.01","5.12","231,762.00","1,186,621.44","1,186,621.44","Energy","2963372","BMG6359F1032","New York Stock Exchange Inc."
"UBNT","UBIQUITI NETWORKS INC","Equity","0.01","94.54","12,537.00","1,185,247.98","1,185,247.98","Information Technology","B76VD62","US90347A1007","NASDAQ"
"MIK","MICHAELS COMPANIES INC","Equity","0.01","17.77","66,326.00","1,178,613.02","1,178,613.02","Consumer Discretionary","BNG83R6","US59408Q1067","NASDAQ"
"SITC","SITE CENTERS CORP","Equity","0.01","12.04","95,167.00","1,145,810.68","1,145,810.68","Real Estate","BGL0KF5","US82981J1097","New York Stock Exchange Inc."
"PAG","PENSKE AUTOMOTIVE GROUP VOTING INC","Equity","0.01","44.97","24,861.00","1,117,999.17","1,117,999.17","Consumer Discretionary","2943523","US70959W1036","New York Stock Exchange Inc."
"NWS","NEWS CORP CLASS B","Equity","0.01","14.31","77,084.00","1,103,072.04","1,103,072.04","Communication","BBGVT51","US65249B2088","NASDAQ"
"IGT","INTERNATIONAL GAME TECHNOLOGY PLC","Equity","0.01","17.30","63,528.00","1,099,034.40","1,099,034.40","Consumer Discretionary","BVG7F06","GB00BVG7F061","New York Stock Exchange Inc."
"ZG","ZILLOW GROUP INC CLASS A","Equity","0.01","29.56","37,033.00","1,094,695.48","1,094,695.48","Communication","BVYJBR3","US98954M1018","NASDAQ"
"MCY","MERCURY GENERAL CORP","Equity","0.01","61.37","17,487.00","1,073,177.19","1,073,177.19","Financials","2578464","US5894001008","New York Stock Exchange Inc."
"ACA","ARCOSA INC","Equity","0.01","32.93","31,946.00","1,051,981.78","1,051,981.78","Industrials","BGPZ5W8","US0396531008","New York Stock Exchange Inc."
"FND","FLOOR DECOR HOLDINGS INC CLASS A","Equity","0.01","32.60","32,106.00","1,046,655.60","1,046,655.60","Consumer Discretionary","BYQHP96","US3397501012","New York Stock Exchange Inc."
"DOCU","DOCUSIGN INC","Equity","0.01","44.82","21,889.00","981,064.98","981,064.98","Information Technology","BFYT7B7","US2561631068","NASDAQ"
"FTDR","FRONTDOOR INC","Equity","0.01","21.17","45,159.00","956,016.03","956,016.03","Consumer Discretionary","BFYF094","US35905A1097","NASDAQ"
"KOS","KOSMOS ENERGY LTD","Equity","0.01","5.91","151,841.00","897,380.31","897,380.31","Energy","B53HHH8","BMG5315B1072","New York Stock Exchange Inc."
"CNA","CNA FINANCIAL CORP","Equity","0.00","47.97","17,755.00","851,707.35","851,707.35","Financials","2204866","US1261171003","New York Stock Exchange Inc."
"WFT","WEATHERFORD INTERNATIONAL PLC","Equity","0.00","1.21","656,988.00","794,955.48","794,955.48","Energy","BLNN369","IE00BLNN3691","New York Stock Exchange Inc."
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Equity","0.00","23.13","31,276.00","723,413.88","723,413.88","Industrials","BYVN953","US80689H1023","New York Stock Exchange Inc."
"TSRO","TESARO INC","Equity","0.00","30.91","22,961.00","709,724.51","709,724.51","Health Care","B8BJ9G0","US8815691071","NASDAQ"
"EAF","GRAFTECH INTERNATIONAL LTD","Equity","0.00","17.12","40,297.00","689,884.64","689,884.64","Industrials","BFZP4T1","US3843135084","New York Stock Exchange Inc."
"GTX","GARRETT MOTION INC","Equity","0.00","13.87","49,251.00","683,111.37","683,111.37","Consumer Discretionary","BGLRLT7","US3665051054","New York Stock Exchange Inc."
"VIRT","VIRTU FINANCIAL INC CLASS A","Equity","0.00","25.02","25,923.00","648,593.46","648,593.46","Financials","BWTVWD4","US9282541013","NASDAQ"
"PPC","PILGRIMS PRIDE CORP","Equity","0.00","19.36","32,645.00","632,007.20","632,007.20","Consumer Staples","B5L3PZ2","US72147K1088","NASDAQ"
"ANAT","AMERICAN NATIONAL INSURANCE","Equity","0.00","128.37","4,876.00","625,932.12","625,932.12","Financials","2028420","US0285911055","NASDAQ"
"CDAY","CERIDIAN HCM HOLDING INC","Equity","0.00","39.37","15,542.00","611,888.54","611,888.54","Information Technology","BFX1V56","US15677J1088","New York Stock Exchange Inc."
"TFSL","TFS FINANCIAL CORP","Equity","0.00","15.40","37,831.00","582,597.40","582,597.40","Financials","B1W8J67","US87240R1077","NASDAQ"
"SEB","SEABOARD CORP","Equity","0.00","3,605.47","161.00","580,480.67","580,480.67","Consumer Staples","2786687","US8115431079","Nyse Mkt Llc"
"XOG","EXTRACTION OIL GAS INC","Equity","0.00","8.64","66,332.00","573,440.14","573,440.14","Energy","BZ0CD34","US30227M1053","NASDAQ"
"ADT","ADT INC","Equity","0.00","8.10","69,863.00","565,890.30","565,890.30","Industrials","BFWCP81","US00090Q1031","New York Stock Exchange Inc."
"LGFA","LIONS GATE ENTERTAINMENT VOTING CO","Equity","0.00","19.18","29,082.00","557,792.76","557,792.76","Communication","BD8NBC0","CA5359194019","New York Stock Exchange Inc."
"RES","RPC INC","Equity","0.00","14.20","38,421.00","545,578.20","545,578.20","Energy","2719456","US7496601060","New York Stock Exchange Inc."
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Equity","0.00","32.73","16,215.00","530,716.95","530,716.95","Communication","BD72R64","US5312298707","NASDAQ"
"GTES","GATES INDUSTRIAL PLC","Equity","0.00","15.32","29,487.00","451,740.84","451,740.84","Industrials","BD9G2S1","GB00BD9G2S12","New York Stock Exchange Inc."
"USM","UNITED STATES CELLULAR CORP","Equity","0.00","52.99","8,233.00","436,266.67","436,266.67","Communication","2918996","US9116841084","New York Stock Exchange Inc."
"PS","PLURALSIGHT INC CLASS A","Equity","0.00","22.39","15,896.00","355,911.44","355,911.44","Information Technology","BFZCT75","US72941B1061","NASDAQ"
"LENB","LENNAR CORP CLASS B","Equity","0.00","34.74","10,153.00","352,715.22","352,715.22","Consumer Discretionary","2578293","US5260573028","New York Stock Exchange Inc."
"RVI","RETAIL VALUE INC","Equity","0.00","28.51","10,085.00","287,523.35","287,523.35","Real Estate","BD6R191","US76133Q1022","New York Stock Exchange Inc."
"SWCH","SWITCH INC CLASS A","Equity","0.00","9.72","23,457.00","228,002.04","228,002.04","Information Technology","BF2YWK8","US87105L1044","New York Stock Exchange Inc."
"VIA","VIACOM INC CLASS A","Equity","0.00","35.12","6,448.00","226,453.76","226,453.76","Communication","B0SRLD2","US92553P1021","NASDAQ"
"ARD","ARDAGH GROUP SA CLASS A","Equity","0.00","14.03","12,246.00","171,811.38","171,811.38","Materials","BYXR9D1","LU1565283667","New York Stock Exchange Inc."
"FAZ8","S&P MID 400 EMINI DEC 18","Futures","0.00","1,903.10","22.00","0.00","4,186,820.00","Cash and/or Derivatives","-","-","Index And Options Market"
"ESZ8","S&P500 EMINI DEC 18","Futures","0.00","2,808.70","321.00","0.00","45,079,635.00","Cash and/or Derivatives","-","-","Index And Options Market"
 
