Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"MHK","MOHAWK INDUSTRIES INC","Equity","0.03","127.23","40,538.00","5,157,649.74","5,157,649.74","Consumer Discretionary","2598699","US6081901042","New York Stock Exchange Inc."
"NNN","NATIONAL RETAIL PROPERTIES REIT IN","Equity","0.03","48.94","104,662.00","5,122,158.28","5,122,158.28","Real Estate","2211811","US6374171063","New York Stock Exchange Inc."
"SCI","SERVICE","Equity","0.03","44.82","113,618.00","5,092,358.76","5,092,358.76","Consumer Discretionary","2797560","US8175651046","New York Stock Exchange Inc."
"JWN","NORDSTROM INC","Equity","0.03","66.54","76,316.00","5,078,066.64","5,078,066.64","Consumer Discretionary","2641827","US6556641008","New York Stock Exchange Inc."
"CGNX","COGNEX CORP","Equity","0.03","46.81","108,330.00","5,070,927.30","5,070,927.30","Information Technology","2208288","US1924221039","NASDAQ"
"LII","LENNOX INTERNATIONAL INC","Equity","0.03","215.34","23,509.00","5,062,428.06","5,062,428.06","Industrials","2442053","US5261071071","New York Stock Exchange Inc."
"AFG","AMERICAN FINANCIAL GROUP INC","Equity","0.03","106.18","47,531.00","5,046,841.58","5,046,841.58","Financials","2134532","US0259321042","New York Stock Exchange Inc."
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Equity","0.03","87.49","57,425.00","5,024,113.25","5,024,113.25","Industrials","2955733","US9297401088","New York Stock Exchange Inc."
"GRMN","GARMIN LTD","Equity","0.03","66.58","75,314.00","5,014,406.12","5,014,406.12","Consumer Discretionary","B3Z5T14","CH0114405324","NASDAQ"
"OGE","OGE ENERGY CORP","Equity","0.03","37.70","132,759.00","5,005,014.30","5,005,014.30","Utilities","2657802","US6708371033","New York Stock Exchange Inc."
"ATH","ATHENE HOLDING LTD CLASS A","Equity","0.03","47.57","104,654.00","4,978,390.78","4,978,390.78","Financials","BZ13MZ1","BMG0684D1074","New York Stock Exchange Inc."
"KAR","KAR AUCTION SERVICES INC","Equity","0.03","55.66","89,115.00","4,960,140.90","4,960,140.90","Industrials","B4Y1MH7","US48238T1097","New York Stock Exchange Inc."
"VOYA","VOYA FINANCIAL INC","Equity","0.03","46.47","106,508.00","4,949,426.76","4,949,426.76","Financials","BKWQ2N2","US9290891004","New York Stock Exchange Inc."
"NDSN","NORDSON CORP","Equity","0.03","130.04","37,997.00","4,941,129.88","4,941,129.88","Industrials","2641838","US6556631025","NASDAQ"
"VER","VEREIT INC","Equity","0.03","7.65","641,115.00","4,904,529.75","4,904,529.75","Real Estate","BYVVTJ1","US92339V1008","New York Stock Exchange Inc."
"WHR","WHIRLPOOL CORP","Equity","0.03","117.28","41,785.00","4,900,544.80","4,900,544.80","Consumer Discretionary","2960384","US9633201069","New York Stock Exchange Inc."
"RL","RALPH LAUREN CORP CLASS A","Equity","0.03","132.21","36,912.00","4,880,135.52","4,880,135.52","Consumer Discretionary","B4V9661","US7512121010","New York Stock Exchange Inc."
"INGR","INGREDION INC","Equity","0.03","105.77","46,153.00","4,881,602.81","4,881,602.81","Consumer Staples","B7K24P7","US4571871023","New York Stock Exchange Inc."
"WRB","WR BERKLEY CORP","Equity","0.03","78.78","61,877.00","4,874,670.06","4,874,670.06","Financials","2093644","US0844231029","New York Stock Exchange Inc."
"HDS","HD SUPPLY HOLDINGS INC","Equity","0.03","39.42","123,647.00","4,874,164.74","4,874,164.74","Industrials","BBL5981","US40416M1053","NASDAQ"
"MKTX","MARKETAXESS HOLDINGS INC","Equity","0.03","206.22","23,625.00","4,871,947.50","4,871,947.50","Financials","B03Q9D0","US57060D1081","NASDAQ"
"GGG","GRACO INC","Equity","0.03","43.71","110,993.00","4,851,504.03","4,851,504.03","Industrials","2380443","US3841091040","New York Stock Exchange Inc."
"SEIC","SEI INVESTMENTS","Equity","0.03","55.55","87,178.00","4,842,737.90","4,842,737.90","Financials","2793610","US7841171033","NASDAQ"
"GWRE","GUIDEWIRE SOFTWARE INC","Equity","0.03","90.49","52,914.00","4,788,187.86","4,788,187.86","Information Technology","B7JYSG3","US40171V1008","New York Stock Exchange Inc."
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Equity","0.03","45.60","104,918.00","4,784,260.80","4,784,260.80","Real Estate","2057059","US03748R1014","New York Stock Exchange Inc."
"EHC","ENCOMPASS HEALTH CORP","Equity","0.03","73.93","64,472.00","4,766,414.96","4,766,414.96","Health Care","BYX2YJ7","US29261A1007","New York Stock Exchange Inc."
"NVR","NVR INC","Equity","0.03","2,291.55","2,056.00","4,711,426.80","4,711,426.80","Consumer Discretionary","2637785","US62944T1051","New York Stock Exchange Inc."
"KORS","MICHAEL KORS HOLDINGS LTD","Equity","0.03","50.09","93,608.00","4,688,824.72","4,688,824.72","Consumer Discretionary","B7341C6","VGG607541015","New York Stock Exchange Inc."
"TYL","TYLER TECHNOLOGIES INC","Equity","0.03","187.75","24,859.00","4,667,277.25","4,667,277.25","Information Technology","2909644","US9022521051","New York Stock Exchange Inc."
"DCI","DONALDSON INC","Equity","0.03","55.20","84,474.00","4,662,964.80","4,662,964.80","Industrials","2276467","US2576511099","New York Stock Exchange Inc."
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Equity","0.03","50.87","91,527.00","4,655,978.49","4,655,978.49","Information Technology","B5367T7","US0995021062","New York Stock Exchange Inc."
"DISH","DISH NETWORK CORP CLASS A","Equity","0.03","32.16","144,570.00","4,649,371.20","4,649,371.20","Communication","2303581","US25470M1099","NASDAQ"
"BLUE","BLUEBIRD BIO INC","Equity","0.03","132.42","35,027.00","4,638,275.34","4,638,275.34","Health Care","BBFL7S1","US09609G1004","NASDAQ"
"WEX","WEX INC","Equity","0.03","169.31","27,301.00","4,622,332.31","4,622,332.31","Information Technology","B8383P2","US96208T1043","New York Stock Exchange Inc."
"FLS","FLOWSERVE CORP","Equity","0.03","53.00","86,673.00","4,593,669.00","4,593,669.00","Industrials","2288406","US34354P1057","New York Stock Exchange Inc."
"PNR","PENTAIR","Equity","0.03","43.26","106,063.00","4,588,285.38","4,588,285.38","Industrials","BLS09M3","IE00BLS09M33","New York Stock Exchange Inc."
"TRIP","TRIPADVISOR INC","Equity","0.03","66.93","68,539.00","4,587,315.27","4,587,315.27","Communication","B6ZC3N6","US8969452015","NASDAQ"
"LSXMK","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Equity","0.03","40.84","112,185.00","4,581,635.40","4,581,635.40","Communication","BD8QGH9","US5312296073","NASDAQ"
"TER","TERADYNE INC","Equity","0.03","36.75","124,537.00","4,576,734.75","4,576,734.75","Information Technology","2884183","US8807701029","New York Stock Exchange Inc."
"BKI","BLACK KNIGHT INC","Equity","0.03","49.70","92,027.00","4,573,741.90","4,573,741.90","Information Technology","BDG75V1","US09215C1053","New York Stock Exchange Inc."
"BRO","BROWN & BROWN INC","Equity","0.03","29.24","156,122.00","4,565,007.28","4,565,007.28","Financials","2692687","US1152361010","New York Stock Exchange Inc."
"KRC","KILROY REALTY REIT CORP","Equity","0.03","70.74","64,439.00","4,558,414.86","4,558,414.86","Real Estate","2495529","US49427F1084","New York Stock Exchange Inc."
"USFD","US FOODS HOLDING CORP","Equity","0.03","31.80","143,064.00","4,549,435.20","4,549,435.20","Consumer Staples","BYVFC94","US9120081099","New York Stock Exchange Inc."
"TEAM","ATLASSIAN CORP PLC CLASS A","Equity","0.03","75.95","59,817.00","4,543,101.15","4,543,101.15","Information Technology","BZ09BD1","GB00BZ09BD16","NASDAQ"
"AA","ALCOA CORP","Equity","0.03","36.38","124,584.00","4,532,365.92","4,532,365.92","Materials","BYNF418","US0138721065","New York Stock Exchange Inc."
"HOG","HARLEY DAVIDSON INC","Equity","0.03","40.86","110,847.00","4,529,208.42","4,529,208.42","Consumer Discretionary","2411053","US4128221086","New York Stock Exchange Inc."
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Equity","0.03","33.98","132,530.00","4,503,369.40","4,503,369.40","Real Estate","BFPK4S5","US36467J1088","NASDAQ"
"MAC","MACERICH REIT","Equity","0.03","50.67","88,791.00","4,499,039.97","4,499,039.97","Real Estate","2543967","US5543821012","New York Stock Exchange Inc."
"WPC","W. P. CAREY REIT INC","Equity","0.03","65.05","69,076.00","4,493,393.80","4,493,393.80","Real Estate","B826YT8","US92936U1097","New York Stock Exchange Inc."
"OHI","OMEGA HEALTHCARE INVESTORS REIT IN","Equity","0.03","35.24","126,942.00","4,473,436.08","4,473,436.08","Real Estate","2043274","US6819361006","New York Stock Exchange Inc."
"BFAM","BRIGHT HORIZONS FAMILY SOLUTIONS I","Equity","0.03","118.30","37,748.00","4,465,588.40","4,465,588.40","Consumer Discretionary","B7MJWP2","US1091941005","New York Stock Exchange Inc."
"CPB","CAMPBELL SOUP","Equity","0.03","38.20","116,689.00","4,457,519.80","4,457,519.80","Consumer Staples","2162845","US1344291091","New York Stock Exchange Inc."
"FLR","FLUOR CORP","Equity","0.03","48.23","92,118.00","4,442,851.14","4,442,851.14","Industrials","2696838","US3434121022","New York Stock Exchange Inc."
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Equity","0.03","34.06","130,151.00","4,432,943.06","4,432,943.06","Communication","BD8QGD5","US5312298541","NASDAQ"
"AOS","A O SMITH CORP","Equity","0.03","46.81","94,661.00","4,431,081.41","4,431,081.41","Industrials","2816023","US8318652091","New York Stock Exchange Inc."
"CDK","CDK GLOBAL INC","Equity","0.03","51.03","86,716.00","4,425,117.48","4,425,117.48","Information Technology","BQXTWQ5","US12508E1010","NASDAQ"
"LPT","LIBERTY PROPERTY REIT TRUST","Equity","0.03","44.51","98,782.00","4,396,786.82","4,396,786.82","Real Estate","2513681","US5311721048","New York Stock Exchange Inc."
"KIM","KIMCO REALTY REIT CORP","Equity","0.03","16.29","269,960.00","4,397,648.40","4,397,648.40","Real Estate","2491594","US49446R1095","New York Stock Exchange Inc."
"ATR","APTARGROUP INC","Equity","0.03","105.13","41,703.00","4,384,236.39","4,384,236.39","Materials","2045247","US0383361039","New York Stock Exchange Inc."
"EPAM","EPAM SYSTEMS INC","Equity","0.02","130.67","33,411.00","4,365,815.37","4,365,815.37","Information Technology","B44Z3T8","US29414B1044","New York Stock Exchange Inc."
"XRX","XEROX CORP","Equity","0.02","29.14","149,721.00","4,362,869.94","4,362,869.94","Information Technology","BYWTW73","US9841216081","New York Stock Exchange Inc."
"JLL","JONES LANG LASALLE INC","Equity","0.02","143.65","30,347.00","4,359,346.55","4,359,346.55","Real Estate","2040640","US48020Q1076","New York Stock Exchange Inc."
"FLIR","FLIR SYSTEMS INC","Equity","0.02","48.88","88,894.00","4,345,138.72","4,345,138.72","Information Technology","2344717","US3024451011","NASDAQ"
"TWLO","TWILIO INC CLASS A","Equity","0.02","91.95","47,227.00","4,342,522.65","4,342,522.65","Information Technology","BD6P5Q0","US90138F1021","New York Stock Exchange Inc."
"CRL","CHARLES RIVER LABORATORIES INTERNA","Equity","0.02","136.10","31,828.00","4,331,790.80","4,331,790.80","Health Care","2604336","US1598641074","New York Stock Exchange Inc."
"INVH","INVITATION HOMES INC","Equity","0.02","21.67","199,164.00","4,315,883.88","4,315,883.88","Real Estate","BD81GW9","US46187W1071","New York Stock Exchange Inc."
"HP","HELMERICH & PAYNE INC","Equity","0.02","62.37","69,105.00","4,310,078.85","4,310,078.85","Energy","2420101","US4234521015","New York Stock Exchange Inc."
"HRC","HILL ROM HOLDINGS INC","Equity","0.02","98.02","43,952.00","4,308,175.04","4,308,175.04","Health Care","2425924","US4314751029","New York Stock Exchange Inc."
"SGEN","SEATTLE GENETICS INC","Equity","0.02","60.56","70,925.00","4,295,218.00","4,295,218.00","Health Care","2738127","US8125781026","NASDAQ"
"TECH","BIO TECHNE CORP","Equity","0.02","172.87","24,797.00","4,286,657.39","4,286,657.39","Health Care","BSHZ3Q0","US09073M1045","NASDAQ"
"JEF","JEFFERIES FINANCIAL GROUP INC","Equity","0.02","21.94","194,982.00","4,277,905.08","4,277,905.08","Financials","BG0Q4Z2","US47233W1099","New York Stock Exchange Inc."
"SABR","SABRE CORP","Equity","0.02","25.55","167,114.00","4,269,762.70","4,269,762.70","Information Technology","BLLHH27","US78573M1045","NASDAQ"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Equity","0.02","73.04","58,441.00","4,268,530.64","4,268,530.64","Health Care","B00FWN1","US02043Q1076","NASDAQ"
"IONS","IONIS PHARMACEUTICALS INC","Equity","0.02","52.79","80,832.00","4,267,121.28","4,267,121.28","Health Care","BDJ0LS6","US4622221004","NASDAQ"
"MIDD","MIDDLEBY CORP","Equity","0.02","116.53","36,528.00","4,256,607.84","4,256,607.84","Industrials","2590930","US5962781010","NASDAQ"
"PE","PARSLEY ENERGY INC CLASS A","Equity","0.02","23.97","177,307.00","4,250,048.79","4,250,048.79","Energy","BMMV736","US7018771029","New York Stock Exchange Inc."
"ARW","ARROW ELECTRONICS INC","Equity","0.02","74.54","56,816.00","4,235,064.64","4,235,064.64","Information Technology","2051404","US0427351004","New York Stock Exchange Inc."
"SBNY","SIGNATURE BANK","Equity","0.02","116.24","36,392.00","4,230,206.08","4,230,206.08","Financials","B00JQL9","US82669G1040","NASDAQ"
"ORI","OLD REPUBLIC INTERNATIONAL CORP","Equity","0.02","22.50","186,534.00","4,197,015.00","4,197,015.00","Financials","2659109","US6802231042","New York Stock Exchange Inc."
"TTC","TORO","Equity","0.02","60.60","69,163.00","4,191,277.80","4,191,277.80","Industrials","2897040","US8910921084","New York Stock Exchange Inc."
"AMG","AFFILIATED MANAGERS GROUP INC","Equity","0.02","117.00","35,663.00","4,172,571.00","4,172,571.00","Financials","2127899","US0082521081","New York Stock Exchange Inc."
"NRZ","NEW RESIDENTIAL INVESTMENT REIT CO","Equity","0.02","17.41","239,327.00","4,166,683.07","4,166,683.07","Financials","BRJ9GW0","US64828T2015","New York Stock Exchange Inc."
"PAYC","PAYCOM SOFTWARE INC","Equity","0.02","127.33","32,586.00","4,149,175.38","4,149,175.38","Information Technology","BL95MY0","US70432V1026","New York Stock Exchange Inc."
"PHM","PULTEGROUP INC","Equity","0.02","24.23","170,865.00","4,140,058.95","4,140,058.95","Consumer Discretionary","2708841","US7458671010","New York Stock Exchange Inc."
"CBSH","COMMERCE BANCSHARES INC","Equity","0.02","67.00","61,752.00","4,137,384.00","4,137,384.00","Financials","2213204","US2005251036","NASDAQ"
"WPX","WPX ENERGY INC","Equity","0.02","15.58","264,556.00","4,121,782.48","4,121,782.48","Energy","B40PCD9","US98212B1035","New York Stock Exchange Inc."
"DNKN","DUNKIN BRANDS GROUP INC","Equity","0.02","74.77","54,754.00","4,093,956.58","4,093,956.58","Consumer Discretionary","B3LHT03","US2655041000","NASDAQ"
"PK","PARK HOTELS RESORTS INC","Equity","0.02","30.87","132,569.00","4,092,405.03","4,092,405.03","Real Estate","BYVMVV0","US7005171050","New York Stock Exchange Inc."
"BERY","BERRY GLOBAL GROUP INC","Equity","0.02","46.55","87,802.00","4,087,183.10","4,087,183.10","Materials","B8BR3H3","US08579W1036","New York Stock Exchange Inc."
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Equity","0.02","74.13","55,129.00","4,086,437.12","4,086,437.12","Real Estate","BSPHGN6","US5128161099","NASDAQ"
"AZPN","ASPEN TECHNOLOGY INC","Equity","0.02","86.65","47,118.00","4,082,774.70","4,082,774.70","Information Technology","2051868","US0453271035","NASDAQ"
"EGN","ENERGEN CORP","Equity","0.02","70.94","57,501.00","4,079,120.94","4,079,120.94","Energy","2012672","US29265N1081","New York Stock Exchange Inc."
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Equity","0.02","44.07","92,387.00","4,071,495.09","4,071,495.09","Industrials","B3MC7D6","US34964C1062","New York Stock Exchange Inc."
"ALKS","ALKERMES","Equity","0.02","39.00","103,184.00","4,024,176.00","4,024,176.00","Health Care","B3P6D26","IE00B56GVS15","NASDAQ"
"LOPE","GRAND CANYON EDUCATION INC","Equity","0.02","129.35","31,070.00","4,018,904.50","4,018,904.50","Consumer Discretionary","B3F1XM1","US38526M1062","NASDAQ"
"GPS","GAP INC","Equity","0.02","27.83","144,309.00","4,016,119.47","4,016,119.47","Consumer Discretionary","2360326","US3647601083","New York Stock Exchange Inc."
"VVC","VECTREN CORP","Equity","0.02","71.78","55,872.00","4,010,492.16","4,010,492.16","Utilities","2572949","US92240G1013","New York Stock Exchange Inc."
"SAGE","SAGE THERAPEUTICS INC","Equity","0.02","132.83","30,101.00","3,998,315.83","3,998,315.83","Health Care","BP4GNK9","US78667J1088","NASDAQ"
"BIO","BIO RAD LABORATORIES INC CLASS A","Equity","0.02","283.20","14,068.00","3,984,057.60","3,984,057.60","Health Care","2098508","US0905722072","New York Stock Exchange Inc."
"WBC","WABCO HOLDINGS INC","Equity","0.02","112.99","35,182.00","3,975,214.18","3,975,214.18","Industrials","B23CNQ3","US92927K1025","New York Stock Exchange Inc."
"CSL","CARLISLE COMPANIES INC","Equity","0.02","102.03","38,934.00","3,972,436.02","3,972,436.02","Industrials","2176318","US1423391002","New York Stock Exchange Inc."
"PRAH","PRA HEALTH SCIENCES INC","Equity","0.02","106.11","37,366.00","3,964,906.26","3,964,906.26","Health Care","BSHZ3V5","US69354M1080","NASDAQ"
"HLF","HERBALIFE NUTRITION LTD","Equity","0.02","55.09","71,877.00","3,959,703.93","3,959,703.93","Consumer Staples","B0539H3","KYG4412G1010","New York Stock Exchange Inc."
"CCK","CROWN HOLDINGS INC","Equity","0.02","46.77","84,404.00","3,947,575.08","3,947,575.08","Materials","2427986","US2283681060","New York Stock Exchange Inc."
"FL","FOOT LOCKER INC","Equity","0.02","50.80","77,652.00","3,944,721.60","3,944,721.60","Consumer Discretionary","2980906","US3448491049","New York Stock Exchange Inc."
"POST","POST HOLDINGS INC","Equity","0.02","91.43","43,101.00","3,940,724.43","3,940,724.43","Consumer Staples","B6T0518","US7374461041","New York Stock Exchange Inc."
"HUBB","HUBBELL INC","Equity","0.02","110.74","35,469.00","3,927,837.06","3,927,837.06","Industrials","BDFG6S3","US4435106079","New York Stock Exchange Inc."
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Equity","0.02","16.59","236,416.00","3,922,141.44","3,922,141.44","Real Estate","B0JL5L9","US58463J3041","New York Stock Exchange Inc."
"SERV","SERVICEMASTER GLOBAL HOLDINGS INC","Equity","0.02","43.37","90,318.00","3,917,091.66","3,917,091.66","Consumer Discretionary","BNG8BF0","US81761R1095","New York Stock Exchange Inc."
"DEI","DOUGLAS EMMETT REIT INC","Equity","0.02","36.26","107,897.00","3,912,345.22","3,912,345.22","Real Estate","B1G3M58","US25960P1093","New York Stock Exchange Inc."
"HBI","HANESBRANDS INC","Equity","0.02","16.56","236,151.00","3,910,660.56","3,910,660.56","Consumer Discretionary","B1BJSL9","US4103451021","New York Stock Exchange Inc."
"GNTX","GENTEX CORP","Equity","0.02","22.01","176,787.00","3,891,081.87","3,891,081.87","Consumer Discretionary","2366799","US3719011096","NASDAQ"
"LPLA","LPL FINANCIAL HOLDINGS INC","Equity","0.02","65.69","59,155.00","3,885,891.95","3,885,891.95","Financials","B75JX34","US50212V1008","NASDAQ"
"PBCT","PEOPLES UNITED FINANCIAL INC","Equity","0.02","15.85","244,349.00","3,872,931.65","3,872,931.65","Financials","B1W41J2","US7127041058","NASDAQ"
"CC","CHEMOURS","Equity","0.02","32.90","117,560.00","3,867,724.00","3,867,724.00","Materials","BZ0CTP8","US1638511089","New York Stock Exchange Inc."
"ROL","ROLLINS INC","Equity","0.02","62.02","62,294.00","3,863,473.88","3,863,473.88","Industrials","2747305","US7757111049","New York Stock Exchange Inc."
"POOL","POOL CORP","Equity","0.02","149.30","25,791.00","3,850,596.30","3,850,596.30","Consumer Discretionary","2781585","US73278L1052","NASDAQ"
"JBLU","JETBLUE AIRWAYS CORP","Equity","0.02","18.23","210,261.00","3,833,058.03","3,833,058.03","Industrials","2852760","US4771431016","NASDAQ"
"WTR","AQUA AMERICA INC","Equity","0.02","32.37","118,377.00","3,831,863.49","3,831,863.49","Utilities","2685234","US03836W1036","New York Stock Exchange Inc."
"CFR","CULLEN FROST BANKERS INC","Equity","0.02","103.12","37,149.00","3,830,804.88","3,830,804.88","Financials","2239556","US2298991090","New York Stock Exchange Inc."
"FICO","FAIR ISAAC CORP","Equity","0.02","198.25","19,207.00","3,807,787.75","3,807,787.75","Information Technology","2330299","US3032501047","New York Stock Exchange Inc."
"RNG","RINGCENTRAL INC CLASS A","Equity","0.02","86.22","44,027.00","3,796,007.94","3,796,007.94","Information Technology","BDZCRX3","US76680R2067","New York Stock Exchange Inc."
"CONE","CYRUSONE REIT INC","Equity","0.02","55.27","68,419.00","3,781,518.13","3,781,518.13","Real Estate","B7YRLH9","US23283R1005","NASDAQ"
"ZEN","ZENDESK INC","Equity","0.02","55.55","67,827.00","3,767,789.85","3,767,789.85","Information Technology","BMH0MR7","US98936J1016","New York Stock Exchange Inc."
"HRB","H&R BLOCK INC","Equity","0.02","28.33","132,681.00","3,758,852.73","3,758,852.73","Consumer Discretionary","2105505","US0936711052","New York Stock Exchange Inc."
"SCG","SCANA CORP","Equity","0.02","40.00","93,949.00","3,757,960.00","3,757,960.00","Utilities","2545844","US80589M1027","New York Stock Exchange Inc."
"W","WAYFAIR INC CLASS A","Equity","0.02","98.05","38,277.00","3,753,059.85","3,753,059.85","Consumer Discretionary","BQXZP64","US94419L1017","New York Stock Exchange Inc."
"STWD","STARWOOD PROPERTY TRUST REIT INC","Equity","0.02","21.73","172,472.00","3,747,816.56","3,747,816.56","Financials","B3PQ520","US85571B1052","New York Stock Exchange Inc."
"SEE","SEALED AIR CORP","Equity","0.02","35.35","106,032.00","3,748,231.20","3,748,231.20","Materials","2232793","US81211K1007","New York Stock Exchange Inc."
"STOR","STORE CAPITAL CORP","Equity","0.02","29.95","124,164.00","3,718,711.80","3,718,711.80","Real Estate","BSKRKJ5","US8621211007","New York Stock Exchange Inc."
"NATI","NATIONAL INSTRUMENTS CORP","Equity","0.02","50.04","74,091.00","3,707,513.64","3,707,513.64","Information Technology","2645078","US6365181022","NASDAQ"
"RS","RELIANCE STEEL & ALUMINUM","Equity","0.02","81.78","45,246.00","3,700,217.88","3,700,217.88","Materials","2729068","US7595091023","New York Stock Exchange Inc."
"BPOP","POPULAR INC","Equity","0.02","55.67","66,000.00","3,674,220.00","3,674,220.00","Financials","B86QM90","PR7331747001","NASDAQ"
"PII","POLARIS INDUSTRIES INC","Equity","0.02","95.52","38,341.00","3,662,332.32","3,662,332.32","Consumer Discretionary","2692933","US7310681025","New York Stock Exchange Inc."
"SON","SONOCO PRODUCTS","Equity","0.02","56.66","64,341.00","3,645,561.06","3,645,561.06","Materials","2821395","US8354951027","New York Stock Exchange Inc."
"NKTR","NEKTAR THERAPEUTICS","Equity","0.02","35.31","102,973.00","3,635,976.63","3,635,976.63","Health Care","2454445","US6402681083","NASDAQ"
"NWSA","NEWS CORP CLASS A","Equity","0.02","14.14","256,707.00","3,629,836.98","3,629,836.98","Communication","BBGVT40","US65249B1098","NASDAQ"
"WBS","WEBSTER FINANCIAL CORP","Equity","0.02","60.88","59,532.00","3,624,308.16","3,624,308.16","Financials","2945143","US9478901096","New York Stock Exchange Inc."
"ACC","AMERICAN CAMPUS COMMUNITIES REIT I","Equity","0.02","41.05","87,973.00","3,611,291.65","3,611,291.65","Real Estate","B02H871","US0248351001","New York Stock Exchange Inc."
"LECO","LINCOLN ELECTRIC HOLDINGS INC","Equity","0.02","86.51","41,687.00","3,606,342.37","3,606,342.37","Industrials","2516851","US5339001068","NASDAQ"
"AIZ","ASSURANT INC","Equity","0.02","103.30","34,835.00","3,598,455.50","3,598,455.50","Financials","2331430","US04621X1081","New York Stock Exchange Inc."
"HXL","HEXCEL CORP","Equity","0.02","62.44","57,139.00","3,567,759.16","3,567,759.16","Industrials","2416779","US4282911084","New York Stock Exchange Inc."
"AXTA","AXALTA COATING SYSTEMS LTD","Equity","0.02","25.73","138,428.00","3,561,752.44","3,561,752.44","Materials","BSFWCF5","BMG0750C1082","New York Stock Exchange Inc."
"MASI","MASIMO CORP","Equity","0.02","118.98","29,835.00","3,549,768.30","3,549,768.30","Health Care","B1YWR63","US5747951003","NASDAQ"
"HEIA","HEICO CORP CLASS A","Equity","0.02","70.06","50,653.00","3,548,749.18","3,548,749.18","Industrials","2237561","US4228062083","New York Stock Exchange Inc."
"FCEA","FOREST CITY REALTY REIT INC TRUST","Equity","0.02","25.18","140,653.00","3,541,642.54","3,541,642.54","Real Estate","BD8Q486","US3456051099","New York Stock Exchange Inc."
"CZR","CAESARS ENTERTAINMENT CORP","Equity","0.02","9.01","391,973.00","3,531,676.73","3,531,676.73","Consumer Discretionary","B3TDL41","US1276861036","NASDAQ"
"CTLT","CATALENT INC","Equity","0.02","37.65","93,791.00","3,531,231.15","3,531,231.15","Health Care","BP96PQ4","US1488061029","New York Stock Exchange Inc."
"EEFT","EURONET WORLDWIDE INC","Equity","0.02","110.78","31,860.00","3,529,450.80","3,529,450.80","Information Technology","2320148","US2987361092","NASDAQ"
"PODD","INSULET CORP","Equity","0.02","91.41","38,578.00","3,526,414.98","3,526,414.98","Health Care","B1XGNW4","US45784P1012","NASDAQ"
"CIT","CIT GROUP INC","Equity","0.02","46.87","75,155.00","3,522,514.85","3,522,514.85","Financials","B4Z73G0","US1255818015","New York Stock Exchange Inc."
"FHN","FIRST HORIZON NATIONAL CORP","Equity","0.02","16.47","213,698.00","3,519,606.06","3,519,606.06","Financials","2341484","US3205171057","New York Stock Exchange Inc."
"HTA","HEALTHCARE TRUST OF AMERICA REIT I","Equity","0.02","26.25","133,927.00","3,515,583.75","3,515,583.75","Real Estate","BT9QF28","US42225P5017","New York Stock Exchange Inc."
"CUBE","CUBESMART REIT","Equity","0.02","29.09","120,421.00","3,503,046.89","3,503,046.89","Real Estate","B6SW913","US2296631094","New York Stock Exchange Inc."
"MAN","MANPOWER INC","Equity","0.02","81.10","43,085.00","3,494,193.50","3,494,193.50","Industrials","2562490","US56418H1005","New York Stock Exchange Inc."
"AMH","AMERICAN HOMES RENT REIT CLASS A","Equity","0.02","20.47","170,493.00","3,489,991.71","3,489,991.71","Real Estate","BCF5RR9","US02665T3068","New York Stock Exchange Inc."
"GT","GOODYEAR TIRE & RUBBER","Equity","0.02","22.10","157,624.00","3,483,490.40","3,483,490.40","Consumer Discretionary","2378200","US3825501014","NASDAQ"
"ALSN","ALLISON TRANSMISSION HOLDINGS INC","Equity","0.02","47.00","74,114.00","3,483,358.00","3,483,358.00","Industrials","B4PZ892","US01973R1014","New York Stock Exchange Inc."
"OC","OWENS CORNING","Equity","0.02","48.15","72,332.00","3,482,785.80","3,482,785.80","Industrials","B1FW7Q2","US6907421019","New York Stock Exchange Inc."
"OKTA","OKTA INC CLASS A","Equity","0.02","61.49","56,599.00","3,480,272.51","3,480,272.51","Information Technology","BDFZSP1","US6792951054","NASDAQ"
"DISCA","DISCOVERY INC SERIES A","Equity","0.02","33.80","102,894.00","3,477,817.20","3,477,817.20","Communication","B3D7K31","US25470F1049","NASDAQ"
"WSM","WILLIAMS SONOMA INC","Equity","0.02","64.05","54,115.00","3,466,065.75","3,466,065.75","Consumer Discretionary","2967589","US9699041011","New York Stock Exchange Inc."
"MPWR","MONOLITHIC POWER SYSTEMS INC","Equity","0.02","129.22","26,804.00","3,463,612.88","3,463,612.88","Information Technology","B01Z7J1","US6098391054","NASDAQ"
"PWR","QUANTA SERVICES INC","Equity","0.02","35.34","98,026.00","3,464,238.84","3,464,238.84","Industrials","2150204","US74762E1029","New York Stock Exchange Inc."
